Date,High,Low,Open,Close,Volume,Adj Close
2019-04-12,2821.0,2786.050048828125,2800.0,2807.050048828125,606222.0,2785.6923828125
2019-04-15,2829.800048828125,2781.0,2821.60009765625,2792.800048828125,556519.0,2771.55078125
2019-04-16,2840.0,2807.0,2831.0,2825.10009765625,771487.0,2803.60498046875
2019-04-18,2827.949951171875,2791.35009765625,2827.949951171875,2799.10009765625,433608.0,2777.802978515625
2019-04-22,2819.949951171875,2775.0,2810.0,2795.699951171875,347230.0,2774.4287109375
2019-04-23,2832.64990234375,2800.5,2800.5,2822.14990234375,475888.0,2800.67724609375
2019-04-24,2875.0,2813.10009765625,2835.0,2859.39990234375,748185.0,2837.643798828125
2019-04-25,2940.0,2839.449951171875,2851.64990234375,2924.89990234375,1087724.0,2902.6455078125
2019-04-26,2953.5,2875.550048828125,2934.0,2892.25,925723.0,2870.244140625
2019-04-30,2950.0,2895.300048828125,2903.949951171875,2933.75,601275.0,2911.42822265625
2019-05-02,2964.0,2905.0,2925.0,2919.89990234375,588092.0,2897.68359375
2019-05-03,2932.75,2890.699951171875,2910.10009765625,2907.449951171875,364533.0,2885.328369140625
2019-05-06,2929.949951171875,2888.0,2896.949951171875,2920.60009765625,411016.0,2898.37841796875
2019-05-07,2952.0,2925.25,2936.0,2942.449951171875,458140.0,2920.06201171875
2019-05-08,2947.800048828125,2882.60009765625,2943.0,2900.5,450398.0,2878.431396484375
2019-05-09,2909.300048828125,2838.60009765625,2882.25,2900.60009765625,731120.0,2878.530517578125
2019-05-10,2917.199951171875,2866.35009765625,2908.0,2876.39990234375,339092.0,2854.5146484375
2019-05-13,2859.949951171875,2777.64990234375,2850.050048828125,2802.75,659200.0,2781.425048828125
2019-05-14,2827.0,2760.050048828125,2785.800048828125,2807.60009765625,484950.0,2786.23828125
2019-05-15,2853.85009765625,2792.0,2811.0,2813.550048828125,478805.0,2792.142822265625
2019-05-16,2826.35009765625,2760.199951171875,2813.14990234375,2801.0,385300.0,2779.688232421875
2019-05-17,2810.0,2667.449951171875,2791.0,2745.0,1160721.0,2724.114501953125
2019-05-20,2779.0,2542.550048828125,2778.0,2589.39990234375,2659265.0,2569.6982421875
2019-05-21,2699.949951171875,2594.0,2594.0,2667.0,2008336.0,2646.707763671875
2019-05-22,2679.89990234375,2621.85009765625,2664.89990234375,2657.75,765196.0,2637.5283203125
2019-05-23,2699.89990234375,2626.39990234375,2680.0,2637.300048828125,546632.0,2617.23388671875
2019-05-24,2673.949951171875,2626.199951171875,2650.0,2663.89990234375,471150.0,2643.63134765625
2019-05-27,2669.0,2632.449951171875,2664.0,2658.0,340656.0,2637.7763671875
2019-05-28,2684.0,2626.39990234375,2665.0,2651.949951171875,1252297.0,2631.7724609375
2019-05-29,2650.0,2592.449951171875,2650.0,2610.75,774498.0,2590.885986328125
2019-05-30,2659.89990234375,2593.35009765625,2613.0,2652.39990234375,727619.0,2632.218994140625
2019-05-31,2688.0,2626.39990234375,2659.5,2678.35009765625,939491.0,2657.9716796875
2019-06-03,2739.0,2652.39990234375,2679.800048828125,2724.10009765625,558848.0,2703.37353515625
2019-06-04,2798.449951171875,2400.0,2750.0,2665.35009765625,2438393.0,2645.070556640625
2019-06-06,2709.89990234375,2644.0,2701.550048828125,2657.300048828125,608496.0,2637.081787109375
2019-06-07,2656.14990234375,2555.25,2650.0,2580.699951171875,782434.0,2561.064453125
2019-06-10,2637.800048828125,2569.64990234375,2608.10009765625,2629.25,622985.0,2609.2451171875
2019-06-11,2635.949951171875,2593.5,2635.949951171875,2605.85009765625,521153.0,2586.023193359375
2019-06-12,2628.800048828125,2572.5,2612.0,2589.699951171875,528873.0,2569.99609375
2019-06-13,2602.60009765625,2557.39990234375,2591.0,2588.25,368693.0,2568.55712890625
2019-06-14,2582.0,2529.0,2582.0,2565.14990234375,689207.0,2545.6328125
2019-06-17,2580.449951171875,2538.60009765625,2567.0,2554.14990234375,526924.0,2534.71630859375
2019-06-18,2600.0,2542.050048828125,2555.0,2591.25,665057.0,2571.5341796875
2019-06-19,2590.85009765625,2537.5,2584.0,2550.85009765625,845595.0,2531.441650390625
2019-06-20,2577.25,2518.0,2550.0,2564.800048828125,568148.0,2545.28564453125
2019-06-21,2575.0,2523.550048828125,2560.0,2551.550048828125,579138.0,2532.13623046875
2019-06-24,2532.0,2504.64990234375,2524.0,2513.39990234375,452261.0,2494.2763671875
2019-06-25,2552.449951171875,2488.050048828125,2502.10009765625,2536.050048828125,437218.0,2516.75439453125
2019-06-26,2587.449951171875,2512.699951171875,2534.949951171875,2578.949951171875,501267.0,2559.327880859375
2019-06-27,2578.89990234375,2543.89990234375,2578.89990234375,2565.60009765625,465861.0,2546.07958984375
2019-06-28,2615.0,2536.800048828125,2590.0,2550.449951171875,859777.0,2531.044677734375
2019-07-01,2675.0,2567.10009765625,2567.10009765625,2654.85009765625,1118522.0,2634.650390625
2019-07-02,2661.949951171875,2615.60009765625,2657.0,2627.64990234375,666682.0,2607.6572265625
2019-07-03,2636.949951171875,2580.0,2636.949951171875,2596.699951171875,626598.0,2576.942626953125
2019-07-04,2620.0,2593.050048828125,2601.10009765625,2602.39990234375,368100.0,2582.599365234375
2019-07-05,2619.5,2593.550048828125,2610.0,2600.949951171875,491715.0,2581.160400390625
2019-07-08,2620.0,2559.0,2585.10009765625,2595.699951171875,470575.0,2575.950439453125
2019-07-09,2625.0,2571.300048828125,2592.0,2598.85009765625,408296.0,2579.076416015625
2019-07-10,2602.89990234375,2572.39990234375,2594.0,2584.64990234375,311159.0,2564.984375
2019-07-11,2662.0,2585.14990234375,2586.0,2653.050048828125,780105.0,2632.864013671875
2019-07-12,2660.25,2585.14990234375,2648.0,2628.60009765625,661837.0,2608.60009765625
2019-07-15,2670.64990234375,2612.199951171875,2630.050048828125,2627.60009765625,499554.0,2627.60009765625
2019-07-16,2684.0,2603.199951171875,2622.64990234375,2676.5,592319.0,2676.5
2019-07-17,2687.89990234375,2642.449951171875,2665.60009765625,2666.300048828125,473536.0,2666.300048828125
2019-07-18,2679.85009765625,2630.0,2665.25,2655.550048828125,434455.0,2655.550048828125
2019-07-19,2680.0,2604.050048828125,2659.949951171875,2613.14990234375,468248.0,2613.14990234375
2019-07-22,2642.0,2600.199951171875,2619.0,2632.5,349052.0,2632.5
2019-07-23,2644.64990234375,2580.449951171875,2640.0,2599.35009765625,480116.0,2599.35009765625
2019-07-24,2611.0,2555.0,2595.0,2599.050048828125,453664.0,2599.050048828125
2019-07-25,2666.0,2607.25,2619.800048828125,2654.10009765625,516388.0,2654.10009765625
2019-07-26,2714.0,2621.699951171875,2640.050048828125,2704.949951171875,537619.0,2704.949951171875
2019-07-29,2726.800048828125,2621.300048828125,2709.89990234375,2653.949951171875,919633.0,2653.949951171875
2019-07-30,2693.5,2549.10009765625,2648.0,2560.0,2197242.0,2560.0
2019-07-31,2590.0,2533.0,2535.0,2574.60009765625,834690.0,2574.60009765625
